year,team,player
2024,ロッテ,メルセデス
2024,ロッテ,秋山　正雲
2024,ロッテ,井上　晴哉
2024,ロッテ,植田　将太
2024,ロッテ,岩下　大輝
2024,ロッテ,鈴木　昭汰
2024,ロッテ,中村　稔弥
2024,ロッテ,本前　郁也
2024,ロッテ,愛斗
2024,ロッテ,山口　航輝
2024,ロッテ,益田　直也
2024,ロッテ,木村　優人
2024,ロッテ,柿沼　友哉
2024,ロッテ,中森　俊介
2024,ロッテ,小川　龍成
2024,ロッテ,河村　説人
2024,ロッテ,早坂　響
2024,ロッテ,横山　陸人
2024,ロッテ,山本　大斗
2024,ロッテ,森　遼大朗
2024,ロッテ,和田　康士朗
2024,ロッテ,フェルナンデス
2024,ロッテ,菅野　剛士
2024,ロッテ,寺地　隆成
2024,ロッテ,澤田　圭佑
2024,ロッテ,茶谷　健太
2024,ロッテ,金田　優太
2024,ロッテ,コルデロ
2024,ロッテ,二保　旭
2024,ロッテ,国吉　佑樹
2024,ロッテ,吉田　凌
2024,ロッテ,ソト
2024,ロッテ,田中　楓基
2024,ロッテ,土肥　星也
2024,ロッテ,古谷　拓郎
2024,ロッテ,永島田　輝斗
2024,ロッテ,村山　亮介
2024,ロッテ,吉川　悠斗
2024,ロッテ,白濱　快起
2024,ロッテ,勝又　琉偉
2024,ロッテ,黒川　凱星
2024,ロッテ,武内　涼太
2024,ロッテ,松石　信八
2024,ロッテ,髙野　光海
2024,ロッテ,藤田　和樹
2024,ロッテ,富山　紘之進
2024,ロッテ,マーティン
2024,中日,尾田　剛樹
2024,中日,岡林　勇希
2024,中日,田中　幹也
2024,中日,高橋　周平
2024,中日,鵜飼　航丞
2024,中日,村松　開人
2024,中日,中田　翔
2024,中日,根尾　昂
2024,中日,大島　洋平
2024,中日,中島　宏之
2024,中日,小笠原　慎之介
2024,中日,田島　慎二
2024,中日,橋本　侑樹
2024,中日,草加　勝
2024,中日,岩嵜　翔
2024,中日,柳　裕也
2024,中日,梅津　晃大
2024,中日,髙橋　宏斗
2024,中日,涌井　秀章
2024,中日,大野　雄大
2024,中日,福谷　浩司
2024,中日,石川　昂弥
2024,中日,石森　大誠
2024,中日,津田　啓史
2024,中日,森　博人
2024,中日,辻本　倫太郎
2024,中日,三好　大倫
2024,中日,仲地　礼亜
2024,中日,石垣　雅海
2024,中日,祖父江　大輔
2024,中日,福　敬登
2024,中日,木下　拓哉
2024,中日,福田　幸之介
2024,中日,濱　将乃介
2024,中日,松葉　貴大
2024,中日,宇佐見　真吾
2024,中日,勝野　昌慶
2024,中日,ブライト　健太
2024,中日,味谷　大誠
2024,中日,川越　誠司
2024,中日,龍空
2024,中日,梅野　雄吾
2024,中日,砂田　毅樹
2024,中日,土生　翔太
2024,中日,加藤　匠馬
2024,中日,清水　達也
2024,中日,上林　誠知
2024,中日,加藤　翔平
2024,中日,後藤　駿太
2024,中日,藤嶋　健人
2024,中日,細川　成也
2024,中日,山浅　龍之介
2024,中日,石橋　康太
2024,中日,齋藤　綱記
2024,中日,山本　泰寛
2024,中日,板山　祐太郎
2024,中日,福島　章太
2024,中日,ビシエド
2024,中日,上田　洸太朗
2024,中日,福永　裕基
2024,中日,松木平　優太
2024,中日,松山　晋也
2024,中日,メヒア
2024,中日,マルティネス
2024,中日,フェリス
2024,中日,ディカーソン
2024,中日,ロドリゲス
2024,中日,加藤　竜馬
2024,中日,樋口　正修
2024,中日,カリステ
2024,中日,竹内　龍臣
2024,中日,アルバレス
2024,中日,加藤　翼
2024,中日,垣越　建伸
2024,中日,星野　真生
2024,中日,石川　翔
2024,中日,福元　悠真
2024,中日,岡田　俊哉
2024,中日,野中　天翔
2024,中日,森山　暁生
2024,中日,近藤　廉
2024,中日,日渡　騰輝
2024,中日,菊田　翔友
2024,中日,川上　理偉
2024,中日,モニエル
2024,巨人,湯浅　大
2024,巨人,増田　大輝
2024,巨人,加藤　廉
2024,巨人,吉川　尚輝
2024,巨人,鈴木　大和
2024,巨人,村山　源
2024,巨人,門脇　誠
2024,巨人,田上　優弥
2024,巨人,坂本　勇人
2024,巨人,坂本　勇人
2024,巨人,宇都宮　葵星
2024,巨人,長野　久義
2024,巨人,丸　佳浩
2024,巨人,相澤　白虎
2024,巨人,笹原　操希
2024,巨人,大津　綾也
2024,巨人,笠島　尚樹
2024,巨人,三浦　克也
2024,巨人,萩尾　匡也
2024,巨人,ティマ
2024,巨人,梶谷　隆幸
2024,巨人,川嵜　陽仁
2024,巨人,大勢
2024,巨人,千葉　隆広
2024,巨人,西舘　勇陽
2024,巨人,菅野　智之
2024,巨人,山﨑　伊織
2024,巨人,園田　純規
2024,巨人,戸郷　翔征
2024,巨人,戸田　懐生
2024,巨人,小沼　健太
2024,巨人,亀田　啓太
2024,巨人,小林　誠司
2024,巨人,田村　朋輝
2024,巨人,オドーア
2024,巨人,立岡　宗一郎
2024,巨人,大城　卓三
2024,巨人,前田　研輝
2024,巨人,岡本　和真
2024,巨人,岡本　大翔
2024,巨人,今村　信貴
2024,巨人,吉村　優聖歩
2024,巨人,北村　流音
2024,巨人,岸田　行倫
2024,巨人,高橋　礼
2024,巨人,富田　龍
2024,巨人,グリフィン
2024,巨人,山﨑　友輔
2024,巨人,近藤　大亮
2024,巨人,三塚　琉生
2024,巨人,赤星　優志
2024,巨人,鈴木　康平
2024,巨人,平山　功太
2024,巨人,ケラー
2024,巨人,森本　哲星
2024,巨人,ルシアーノ
2024,巨人,泉口　友汰
2024,巨人,馬場　皐輔
2024,巨人,郡　拓也
2024,巨人,岡田　悠希
2024,巨人,モンテス
2024,巨人,中山　礼都
2024,巨人,黄　錦豪
2024,巨人,中川　皓太
2024,巨人,ヘルナンデス
2024,巨人,重信　慎之介
2024,巨人,佐々木　俊輔
2024,巨人,大城　元
2024,巨人,畠　世周
2024,巨人,又木　鉄平
2024,巨人,鴨打　瑛二
2024,巨人,森田　駿哉
2024,巨人,田中　千晴
2024,巨人,バルドナード
2024,巨人,オコエ　瑠偉
2024,巨人,舟越　秀虎
2024,巨人,浅野　翔吾
2024,巨人,伊藤　優輔
2024,巨人,高梨　雄平
2024,巨人,直江　大輔
2024,巨人,秋広　優人
2024,巨人,石田　隼都
2024,巨人,ラモス
2024,巨人,髙橋　優貴
2024,巨人,船迫　大雅
2024,巨人,若林　楽人
2024,巨人,菊田　拡和
2024,巨人,増田　陸
2024,巨人,横川　凱
2024,巨人,泉　圭輔
2024,巨人,花田　侑樹
2024,巨人,大江　竜聖
2024,巨人,メンデス
2024,巨人,平内　龍太
2024,巨人,山瀬　慎之助
2024,巨人,代木　大和
2024,巨人,萩原　哲
2024,巨人,山田　龍聖
2024,巨人,堀田　賢慎
2024,巨人,松井　颯
2024,巨人,喜多　隆介
2024,巨人,中田　歩夢
2024,巨人,菊地　大稀
2024,巨人,井上　温大
2024,巨人,ウレーニャ
2024,巨人,京本　眞
2024,広島,上本　崇司
2024,広島,曽根　海成
2024,広島,田中　広輔
2024,広島,堂林　翔太
2024,広島,秋山　翔吾
2024,広島,レイノルズ
2024,広島,九里　亜蓮
2024,広島,大道　温貴
2024,広島,森浦　大輔
2024,広島,大瀬良　大地
2024,広島,森　翔平
2024,広島,常廣　羽也斗
2024,広島,森下　暢仁
2024,広島,野村　祐輔
2024,広島,栗林　良吏
2024,広島,中﨑　翔太
2024,広島,髙　太一
2024,広島,黒原　拓未
2024,広島,益田　武尚
2024,広島,會澤　翼
2024,広島,床田　寛樹
2024,広島,ケムナ　誠
2024,広島,滝田　一希
2024,広島,坂倉　将吾
2024,広島,石原　貴規
2024,広島,菊池　涼介
2024,広島,高橋　昂也
2024,広島,赤塚　健利
2024,広島,塹江　敦哉
2024,広島,野間　峻祥
2024,広島,宇草　孔基
2024,広島,長谷部　銀次
2024,広島,磯村　嘉孝
2024,広島,矢崎　拓也
2024,広島,ハッチ
2024,広島,島内　颯太郎
2024,広島,林　晃汰
2024,広島,松本　竜也
2024,広島,河野　佳
2024,広島,斉藤　優汰
2024,広島,アドゥワ　誠
2024,広島,戸根　千明
2024,広島,中村　健人
2024,広島,小園　海斗
2024,広島,末包　昇大
2024,広島,小林　樹斗
2024,広島,韮澤　雄也
2024,広島,松山　竜平
2024,広島,久保　修
2024,広島,持丸　泰輝
2024,広島,仲田　侑仁
2024,広島,大盛　穂
2024,広島,田村　俊介
2024,広島,矢野　雅哉
2024,広島,清水　叶人
2024,広島,内田　湘大
2024,広島,髙木　翔斗
2024,広島,玉村　昇悟
2024,広島,遠藤　淳志
2024,広島,内間　拓馬
2024,広島,ハーン
2024,広島,羽月　隆太郎
2024,広島,日髙　暖己
2024,広島,岡田　明丈
2024,広島,佐藤　啓介
2024,広島,シャイナー
2024,広島,中村　奨成
2024,広島,中村　貴浩
2024,広島,コルニエル
2024,広島,二俣　翔一
2024,広島,杉田　健
2024,広島,名原　典彦
2024,広島,坂田　怜
2024,広島,辻　大雅
2024,広島,新家　颯
2024,広島,前川　誠太
2024,広島,杉原　望来
2024,広島,藤井　黎來
2024,広島,ラミレス
2024,広島,ロベルト
2024,日本ハム,マルティネス
2024,日本ハム,加藤　豪将
2024,日本ハム,上川畑　大悟
2024,日本ハム,野村　佑希
2024,日本ハム,スティーブンソン
2024,日本ハム,松本　剛
2024,日本ハム,淺間　大基
2024,日本ハム,中島　卓也
2024,日本ハム,清水　優心
2024,日本ハム,矢澤　宏太
2024,日本ハム,生田目　翼
2024,日本ハム,加藤　貴之
2024,日本ハム,達　孝太
2024,日本ハム,伊藤　大海
2024,日本ハム,山﨑　福也
2024,日本ハム,玉井　大翔
2024,日本ハム,上原　健太
2024,日本ハム,清宮　幸太郎
2024,日本ハム,杉浦　稔大
2024,日本ハム,伏見　寅威
2024,日本ハム,金村　尚真
2024,日本ハム,宮西　尚生
2024,日本ハム,田中　正義
2024,日本ハム,古川　裕大
2024,日本ハム,河野　竜生
2024,日本ハム,細野　晴希
2024,日本ハム,郡司　裕也
2024,日本ハム,マーフィー
2024,日本ハム,黒木　優太
2024,日本ハム,進藤　勇也
2024,日本ハム,堀　瑞輝
2024,日本ハム,福田　光輝
2024,日本ハム,宮崎　一樹
2024,日本ハム,江越　大賀
2024,日本ハム,石井　一成
2024,日本ハム,有薗　直輝
2024,日本ハム,福田　俊
2024,日本ハム,ロドリゲス
2024,日本ハム,ザバラ
2024,日本ハム,水野　達稀
2024,日本ハム,阪口　樂
2024,日本ハム,バーヘイゲン
2024,日本ハム,畔柳　亨丞
2024,日本ハム,鈴木　健矢
2024,日本ハム,齋藤　友貴哉
2024,日本ハム,若林　晃弘
2024,日本ハム,五十幡　亮汰
2024,日本ハム,石川　直也
2024,日本ハム,池田　隆英
2024,日本ハム,水谷　瞬
2024,日本ハム,安西　叶翔
2024,日本ハム,松浦　慶斗
2024,日本ハム,細川　凌平
2024,日本ハム,北山　亘基
2024,日本ハム,奈良間　大己
2024,日本ハム,根本　悠楓
2024,日本ハム,鍵谷　陽平
2024,日本ハム,今川　優馬
2024,日本ハム,宮内　春輝
2024,日本ハム,北浦　竜次
2024,日本ハム,田宮　裕涼
2024,日本ハム,明瀬　諒介
2024,日本ハム,万波　中正
2024,日本ハム,山本　拓実
2024,日本ハム,星野　ひので
2024,日本ハム,田中　瑛斗
2024,日本ハム,福島　蓮
2024,日本ハム,柳川　大晟
2024,日本ハム,梅林　優貴
2024,日本ハム,レイエス
2024,日本ハム,濵田　泰希
2024,日本ハム,平田　大樹
2024,日本ハム,加藤　大和
2024,日本ハム,松本　遼大
2024,日本ハム,齊藤　伸治
2024,日本ハム,阿部　和広
2024,日本ハム,藤田　大清
2024,日本ハム,中山　晶量
2024,日本ハム,山口　アタル
2024,日本ハム,山本　晃大
2024,日本ハム,柿木　蓮
2024,日本ハム,松岡　洸希
2024,日本ハム,孫　易磊
2024,楽天,小深田　大翔
2024,楽天,太田　光
2024,楽天,浅村　栄斗
2024,楽天,阿部　寿樹
2024,楽天,茂木　栄五郎
2024,楽天,鈴木　大地
2024,楽天,辰己　涼介
2024,楽天,吉野　創士
2024,楽天,岸　孝之
2024,楽天,ポンセ
2024,楽天,則本　昂大
2024,楽天,王　彦程
2024,楽天,古謝　樹
2024,楽天,田中　将大
2024,楽天,荘司　康誠
2024,楽天,ターリー
2024,楽天,早川　隆久
2024,楽天,水上　桂
2024,楽天,小孫　竜二
2024,楽天,フランコ
2024,楽天,黒川　史陽
2024,楽天,田中　和基
2024,楽天,岡島　豪郎
2024,楽天,酒居　知史
2024,楽天,高田　孝一
2024,楽天,平良　竜哉
2024,楽天,渡辺　翔太
2024,楽天,中島　大輔
2024,楽天,山﨑　剛
2024,楽天,島内　宏明
2024,楽天,前田　銀治
2024,楽天,弓削　隼人
2024,楽天,伊藤　裕季也
2024,楽天,櫻井　周斗
2024,楽天,伊藤　茉央
2024,楽天,山田　遥楓
2024,楽天,宋　家豪
2024,楽天,田中　貴也
2024,楽天,松井　友飛
2024,楽天,藤平　尚真
2024,楽天,藤井　聖
2024,楽天,渡邊　佳明
2024,楽天,西垣　雅矢
2024,楽天,武藤　敦貴
2024,楽天,小郷　裕哉
2024,楽天,津留﨑　大成
2024,楽天,坂井　陽翔
2024,楽天,日當　直喜
2024,楽天,安田　悠馬
2024,楽天,鈴木　翔天
2024,楽天,瀧中　瞭太
2024,楽天,辛島　航
2024,楽天,泰　勝利
2024,楽天,ワォーターズ　璃海ジュミル
2024,楽天,松田　啄磨
2024,楽天,西口　直人
2024,楽天,入江　大樹
2024,楽天,林　優樹
2024,楽天,堀内　謙伍
2024,楽天,村林　一輝
2024,楽天,大内　誠弥
2024,楽天,青野　拓海
2024,楽天,内　星龍
2024,楽天,石原　彪
2024,楽天,吉川　雄大
2024,楽天,宮森　智志
2024,楽天,辰見　鴻之介
2024,楽天,清宮　虎多朗
2024,楽天,古賀　康誠
2024,楽天,永田　颯太郎
2024,楽天,江川　侑斗
2024,楽天,小峯　新陸
2024,楽天,澤野　聖悠
2024,楽天,柳澤　大空
2024,楽天,大河原　翔
2024,楽天,竹下　瑛広
2024,西武,ヤン
2024,西武,児玉　亮涼
2024,西武,栗山　巧
2024,西武,岡田　雅利
2024,西武,山野辺　翔
2024,西武,外崎　修汰
2024,西武,源田　壮亮
2024,西武,金子　侑司
2024,西武,渡部　健人
2024,西武,蛭間　拓哉
2024,西武,佐藤　龍世
2024,西武,上田　大河
2024,西武,渡邉　勇太朗
2024,西武,髙橋　光成
2024,西武,増田　達至
2024,西武,與座　海人
2024,西武,隅田　知一郎
2024,西武,松本　航
2024,西武,佐藤　隼輔
2024,西武,田村　伊知郎
2024,西武,武内　夏暉
2024,西武,古賀　悠斗
2024,西武,糸川　亮太
2024,西武,平井　克典
2024,西武,炭谷　銀仁朗
2024,西武,青山　美夏人
2024,西武,元山　飛優
2024,西武,平沼　翔太
2024,西武,山村　崇嘉
2024,西武,古川　雄大
2024,西武,甲斐野　央
2024,西武,松原　聖弥
2024,西武,山田　陽翔
2024,西武,柘植　世那
2024,西武,野田　海人
2024,西武,浜屋　将太
2024,西武,成田　晴風
2024,西武,ボー・タカハシ
2024,西武,羽田　慎之介
2024,西武,アギラー
2024,西武,本田　圭佑
2024,西武,鈴木　将平
2024,西武,杉山　遙希
2024,西武,今井　達也
2024,西武,髙松　渡
2024,西武,西川　愛也
2024,西武,陽川　尚将
2024,西武,牧野　翔矢
2024,西武,アブレイユ
2024,西武,コルデロ
2024,西武,宮澤　太成
2024,西武,黒田　将矢
2024,西武,中村　祐太
2024,西武,大曲　錬
2024,西武,中村　剛也
2024,西武,平良　海馬
2024,西武,滝澤　夏央
2024,西武,長谷川　信哉
2024,西武,古市　尊
2024,西武,ブランドン
2024,西武,野村　大樹
2024,西武,岸　潤一郎
2024,西武,水上　由伸
2024,西武,豆田　泰志
2024,西武,菅井　信也
2024,西武,高木　渉
2024,西武,奥村　光一
2024,西武,ガルシア
2024,西武,村田　怜音
2024,西武,粟津　凱士
2024,西武,伊藤　翔
2024,西武,上間　永遠
2024,西武,佐々木　健
2024,西武,ロペス
2024,西武,野村　和輝
2024,西武,モンテル
2024,西武,井上　広輝
2024,西武,三浦　大輝
2024,西武,是澤　涼輔
2024,西武,ジョセフ
2024,西武,シンクレア
2024,西武,谷口　朝陽
2024,西武,森脇　亮介
2024,西武,川下　将勲
2024,西武,金子　功児
2024,西武,木瀬　翔太
2024,西武,川野　涼多
2024,西武,仲三河　優太
2024,西武,赤上　優人
2024,阪神,ゲラ
2024,阪神,木浪　聖也
2024,阪神,森下　翔太
2024,阪神,梅野　隆太郎
2024,阪神,大山　悠輔
2024,阪神,熊谷　敬宥
2024,阪神,近本　光司
2024,阪神,ノイジー
2024,阪神,佐藤　輝明
2024,阪神,坂本　誠志郎
2024,阪神,岩崎　優
2024,阪神,岩貞　祐太
2024,阪神,西　純矢
2024,阪神,西　勇輝
2024,阪神,青柳　晃洋
2024,阪神,下村　海翔
2024,阪神,森木　大智
2024,阪神,秋山　拓巳
2024,阪神,渡邉　諒
2024,阪神,椎葉　剛
2024,阪神,伊藤　将司
2024,阪神,鈴木　勇斗
2024,阪神,髙橋　遥人
2024,阪神,門別　啓人
2024,阪神,井上　広大
2024,阪神,糸原　健斗
2024,阪神,漆原　大晟
2024,阪神,才木　浩人
2024,阪神,浜地　真澄
2024,阪神,及川　雅貴
2024,阪神,小幡　竜平
2024,阪神,榮枝　裕貴
2024,阪神,井坪　陽生
2024,阪神,村上　頌樹
2024,阪神,髙濱　祐仁
2024,阪神,戸井　零士
2024,阪神,遠藤　成
2024,阪神,島本　浩也
2024,阪神,桐敷　拓馬
2024,阪神,茨木　秀俊
2024,阪神,大竹　耕太郎
2024,阪神,富田　蓮
2024,阪神,中野　拓夢
2024,阪神,山田　脩也
2024,阪神,島田　海吏
2024,阪神,加治屋　蓮
2024,阪神,ミエセス
2024,阪神,百﨑　蒼生
2024,阪神,長坂　拳弥
2024,阪神,前川　右京
2024,阪神,藤田　健斗
2024,阪神,小野寺　暖
2024,阪神,豊田　寛
2024,阪神,植田　海
2024,阪神,石黒　佑弥
2024,阪神,岡留　英貴
2024,阪神,湯浅　京己
2024,阪神,津田　淳哉
2024,阪神,髙寺　望夢
2024,阪神,中川　勇斗
2024,阪神,石井　大智
2024,阪神,川原　陸
2024,阪神,岩田　将貴
2024,阪神,原口　文仁
2024,阪神,片山　雄哉
2024,阪神,野口　恭佑
2024,阪神,佐藤　蓮
2024,阪神,ビーズリー
2024,阪神,小川　一平
2024,阪神,松原　快
2024,阪神,伊藤　稜
2024,阪神,福島　圭音
2024,阪神,ベタンセス
2024,阪神,マルティネス
2025,DeNA,林　琢真
2025,DeNA,桑原　将志
2025,DeNA,牧　秀悟
2025,DeNA,オースティン
2025,DeNA,度会　隆輝
2025,DeNA,松尾　汐恩
2025,DeNA,森　敬斗
2025,DeNA,佐野　恵太
2025,DeNA,神里　和毅
2025,DeNA,京田　陽太
2025,DeNA,戸柱　恭孝
2025,DeNA,東　克樹
2025,DeNA,竹田　祐
2025,DeNA,伊勢　大夢
2025,DeNA,石田　健大
2025,DeNA,徳山　壮磨
2025,DeNA,大貫　晋一
2025,DeNA,三嶋　一輝
2025,DeNA,小園　健太
2025,DeNA,山﨑　康晃
2025,DeNA,坂本　裕哉
2025,DeNA,入江　大生
2025,DeNA,吉野　光樹
2025,DeNA,筒香　嘉智
2025,DeNA,三森　大貴
2025,DeNA,藤浪　晋太郎
2025,DeNA,勝又　温史
2025,DeNA,伊藤　光
2025,DeNA,篠木　健太郎
2025,DeNA,柴田　竜拓
2025,DeNA,益子　京右
2025,DeNA,武田　陸玖
2025,DeNA,松本　凌人
2025,DeNA,橋本　達弥
2025,DeNA,森下　瑠大
2025,DeNA,加藤　響
2025,DeNA,森　唯斗
2025,DeNA,若松　尚輝
2025,DeNA,松本　隆之介
2025,DeNA,佐々木　千隼
2025,DeNA,ジャクソン
2025,DeNA,深沢　鳳介
2025,DeNA,石上　泰輝
2025,DeNA,森原　康平
2025,DeNA,坂口　翔颯
2025,DeNA,京山　将弥
2025,DeNA,山本　祐大
2025,DeNA,宮﨑　敏郎
2025,DeNA,浜地　真澄
2025,DeNA,颯
2025,DeNA,石田　裕太郎
2025,DeNA,井上　絢登
2025,DeNA,田内　真翔
2025,DeNA,東妻　純平
2025,DeNA,梶原　昂希
2025,DeNA,平良　拳太郎
2025,DeNA,知野　直人
2025,DeNA,蝦名　達夫
2025,DeNA,ウィック
2025,DeNA,関根　大気
2025,DeNA,中川　虎大
2025,DeNA,宮城　滝太
2025,DeNA,ビシエド
2025,DeNA,岩田　将貴
2025,DeNA,ケイ
2025,DeNA,庄司　陽斗
2025,DeNA,堀岡　隼人
2025,DeNA,ディアス
2025,DeNA,九鬼　隆平
2025,DeNA,バウアー
2025,DeNA,マルセリーノ
2025,DeNA,フォード
2025,DeNA,蓮
2025,DeNA,草野　陽斗
2025,DeNA,清水　麻成
2025,DeNA,金渕　光希
2025,DeNA,今野　瑠斗
2025,DeNA,吉岡　暖
2025,DeNA,小笠原　蒼
2025,DeNA,上甲　凌大
2025,DeNA,西巻　賢二
2025,DeNA,近藤　大雅
2025,DeNA,粟飯原　龍之介
2025,DeNA,小針　大輝
2025,DeNA,高見澤　郁魅
2025,DeNA,笠谷　俊介
2025,オリックス,渡部　遼人
2025,オリックス,エスピノーザ
2025,オリックス,若月　健矢
2025,オリックス,森　友哉
2025,オリックス,西野　真弘
2025,オリックス,宗　佑磨
2025,オリックス,西川　龍馬
2025,オリックス,麦谷　祐介
2025,オリックス,野口　智哉
2025,オリックス,大城　滉二
2025,オリックス,山下　舜平大
2025,オリックス,東　晃平
2025,オリックス,寺西　成騎
2025,オリックス,宇田川　優希
2025,オリックス,椋木　蓮
2025,オリックス,平野　佳寿
2025,オリックス,曽谷　龍平
2025,オリックス,陳　睦衡
2025,オリックス,宮城　大弥
2025,オリックス,山岡　泰輔
2025,オリックス,阿部　翔太
2025,オリックス,山﨑　颯一郎
2025,オリックス,九里　亜蓮
2025,オリックス,吉田　輝星
2025,オリックス,紅林　弘太郎
2025,オリックス,内藤　鵬
2025,オリックス,齋藤　響介
2025,オリックス,元　謙太
2025,オリックス,富山　凌雅
2025,オリックス,田嶋　大樹
2025,オリックス,廣岡　大志
2025,オリックス,太田　椋
2025,オリックス,福永　奨
2025,オリックス,杉澤　龍
2025,オリックス,村上　喬一朗
2025,オリックス,横山　聖哉
2025,オリックス,古田島　成龍
2025,オリックス,オリバレス
2025,オリックス,石川　亮
2025,オリックス,来田　涼斗
2025,オリックス,池田　陵真
2025,オリックス,岩嵜　翔
2025,オリックス,寿賀　弘都
2025,オリックス,佐野　皓大
2025,オリックス,マチャド
2025,オリックス,大江　海透
2025,オリックス,宮國　凌空
2025,オリックス,芦田　丈飛
2025,オリックス,頓宮　裕真
2025,オリックス,東山　玲士
2025,オリックス,河野　聡太
2025,オリックス,本田　仁海
2025,オリックス,山口　廉王
2025,オリックス,東松　快征
2025,オリックス,片山　楽生
2025,オリックス,山中　稜真
2025,オリックス,今坂　幸暉
2025,オリックス,清水　武蔵
2025,オリックス,横山　楓
2025,オリックス,上原　堆我
2025,オリックス,ディアス
2025,オリックス,寺本　聖一
2025,オリックス,田島　光祐
2025,オリックス,乾　健斗
2025,オリックス,小木田　敦也
2025,オリックス,山田　修義
2025,オリックス,井口　和朋
2025,オリックス,ペルドモ
2025,オリックス,本田　圭佑
2025,オリックス,茶野　篤政
2025,オリックス,堀　柊那
2025,オリックス,大里　昂生
2025,オリックス,福田　周平
2025,オリックス,博志
2025,オリックス,中川　圭太
2025,オリックス,入山　海斗
2025,オリックス,佐藤　一磨
2025,オリックス,川瀬　堅斗
2025,オリックス,才木　海翔
2025,オリックス,髙島　泰都
2025,オリックス,権田　琉成
2025,オリックス,杉本　裕太郎
2025,オリックス,村西　良太
2025,オリックス,遠藤　成
2025,オリックス,デール
2025,オリックス,香月　一也
2025,オリックス,前　佑囲斗
2025,オリックス,小野　泰己
2025,オリックス,河内　康介
2025,オリックス,宜保　翔
2025,ソフトバンク,川瀬　晃
2025,ソフトバンク,渡邉　陸
2025,ソフトバンク,スチュワート・ジュニア
2025,ソフトバンク,近藤　健介
2025,ソフトバンク,ダウンズ
2025,ソフトバンク,山川　穂高
2025,ソフトバンク,今宮　健太
2025,ソフトバンク,中村　晃
2025,ソフトバンク,牧原　大成
2025,ソフトバンク,柳田　悠岐
2025,ソフトバンク,上沢　直之
2025,ソフトバンク,津森　宥紀
2025,ソフトバンク,嶺井　博希
2025,ソフトバンク,濵口　遥大
2025,ソフトバンク,又吉　克樹
2025,ソフトバンク,東浜　巨
2025,ソフトバンク,有原　航平
2025,ソフトバンク,武田　翔太
2025,ソフトバンク,村上　泰斗
2025,ソフトバンク,牧原　巧汰
2025,ソフトバンク,周東　佑京
2025,ソフトバンク,栗原　陵矢
2025,ソフトバンク,庄子　雄大
2025,ソフトバンク,大津　亮介
2025,ソフトバンク,岩井　俊介
2025,ソフトバンク,安德　駿
2025,ソフトバンク,大江　竜聖
2025,ソフトバンク,佐藤　直樹
2025,ソフトバンク,正木　智也
2025,ソフトバンク,柳町　達
2025,ソフトバンク,廣瀨　隆太
2025,ソフトバンク,村田　賢一
2025,ソフトバンク,モイネロ
2025,ソフトバンク,イヒネ　イツア
2025,ソフトバンク,尾形　崇斗
2025,ソフトバンク,杉山　一樹
2025,ソフトバンク,前田　悠伍
2025,ソフトバンク,伊藤　優輔
2025,ソフトバンク,井上　朋也
2025,ソフトバンク,笹川　吉康
2025,ソフトバンク,谷川原　健太
2025,ソフトバンク,宇野　真仁朗
2025,ソフトバンク,大関　友久
2025,ソフトバンク,藤井　皓哉
2025,ソフトバンク,松本　晴
2025,ソフトバンク,板東　湧梧
2025,ソフトバンク,前田　純
2025,ソフトバンク,秋広　優人
2025,ソフトバンク,大山　凌
2025,ソフトバンク,オスナ
2025,ソフトバンク,石塚　綜一郎
2025,ソフトバンク,田浦　文丸
2025,ソフトバンク,緒方　理貢
2025,ソフトバンク,木村　大成
2025,ソフトバンク,長谷川　威展
2025,ソフトバンク,大野　稼頭央
2025,ソフトバンク,川村　友斗
2025,ソフトバンク,海野　隆司
2025,ソフトバンク,ヘルナンデス
2025,ソフトバンク,上茶谷　大河
2025,ソフトバンク,藤田　悠太郎
2025,ソフトバンク,松本　裕樹
2025,ソフトバンク,石見　颯真
2025,ソフトバンク,木村　光
2025,ソフトバンク,岩崎　峻典
2025,ソフトバンク,山本　恵大
2025,ソフトバンク,宮﨑　颯
2025,ソフトバンク,川口　冬弥
2025,ソフトバンク,野村　勇
2025,ソフトバンク,ザイレン
2025,ソフトバンク,藤野　恵音
2025,ソフトバンク,大泉　周也
2025,ソフトバンク,桑原　秀侍
2025,ソフトバンク,大友　宗
2025,ソフトバンク,広瀬　結煌
2025,ソフトバンク,河野　伸一朗
2025,ソフトバンク,佐倉　侠史朗
2025,ソフトバンク,勝連　大稀
2025,ソフトバンク,中澤　恒貴
2025,ソフトバンク,星野　恒太朗
2025,ソフトバンク,大城　真乃
2025,ソフトバンク,アルメンタ
2025,ソフトバンク,津嘉山　憲志郎
2025,ソフトバンク,相原　雄太
2025,ソフトバンク,井﨑　燦志郎
2025,ソフトバンク,岡田　皓一朗
2025,ソフトバンク,澤柳　亮太郎
2025,ソフトバンク,藤原　大翔
2025,ソフトバンク,漁府　輝羽
2025,ソフトバンク,シモン
2025,ソフトバンク,ハモンド
2025,ソフトバンク,藤田　淳平
2025,ソフトバンク,木下　勇人
2025,ソフトバンク,山崎　琢磨
2025,ソフトバンク,熊谷　太雅
2025,ソフトバンク,加藤　晴空
2025,ソフトバンク,塩士　暖
2025,ソフトバンク,張　峻ウェイ
2025,ソフトバンク,生海
2025,ソフトバンク,風間　球打
2025,ソフトバンク,ロドリゲス
